response_id,should_sign,free_response
156,0,"I voted for Donald Trump out of dissatisfaction with the Democratic Party's mishandling of the Biden administration and the botched Presidential Primary. I consider myself fiscally liberal and socially conservative (religious purposes). This pact is much too aggressive; I am particularly concerned about the provision for silencing anti-conservative groups on campus. Provisions already exist to prevent groups from spreading genuinely harmful rhetoric, so why does this need to be included? I would agree with the conservative assessment that higher education has become too much of a liberal echo chamber, but this is not fixed by silencing anti-conservative groups. I do agree with removing race and gender based admissions and hiring, and the capping of international enrollment, and I believe the financial portion of the compact would be beneficial for the university and its students. I am hoping for a revised version of this compact to be resubmitted and voted on again."
157,0,"In my Culture, Advocacy, and Leadership classes we are learning the importance of narratives and playing responsibility in a sport where rules seem to be out the window. I transferred to Vanderbilt because of the culture of respect to dialog and opposing ideas. My life has been enriched far more than I can describe because of it.   I've experienced what it's like to be in a classroom where ideas and issues cannot be discussed and seen offices that ensure students are included be shut down because the institution was not able to stick to their founding values and principles."
158,0,"I agree that tuition rates should not significantly increase in the duration of someone attending Vanderbilt (initial offer vs future offers), but there should not be a limit to the percentage of international students. As an engineer, I would greatly appreciate full tuition because I suffer enough."
159,0,We practice institutional neutrality and signing it is hypocritical to that value.
160,1,"As it is, the compact does not affect Vanderbilt too much. Our international student population is below the 15% mark, it forces us to reinstitute our testing policy (which may have been done anyway soon), and freezing tuition increases is a positive for all students. Also if we were to somehow hit that endowment threshold soon then even better for students such as myself who are in the “hard sciences.” While I do very much disagree with the president of the United States meddling with the business of higher ed, I do believe that this compact AS IT IS NOW, does not infringe too much upon Vanderbilt’s independence."
161,0,"The compact has three insanely glaring problems around how it is written and what it is asking: (1) They are asking to screen every student and current students and use a ambigous, very vague ""anti-american bias"" as a key factor on deciding a student's academic capability --- frankly speaking, this is absurd, with such a vague definition most definitely being twisted to ""anyone who oposses Trump"" --- this is a massive overstep for putting down peaceful protest and dissent, (2) the part with “transform or abolish institutional units that purposefully punish, belittle, and even spark violence against conservative ideas"" is in absolute violation of the freedom of speech and the principle of neutrality and neutral political discourse Vanderbilt was founded on and continues to stand for --- my roomate is of an oppisite political opinion, while I trust him completely now after much time together --- I would not have been willing to being friends in the first place if it meant he could expulse me at any moment he wanted because of the more 'liberal-anti-conservative' things I say. (3) Finally, the sharing of sensitive student data is a violation of privacy and seems like it will only lead to increased government and federal survelience power. I see many of my friends voting yes simply because of the threats made by Trump and his administration --- with so much arbitrarily defined or not defined at all it is safe to say this is not a good idea."
162,0,It's not in Vanderbilts best interest to diverge from its previous statements on institutional neutrality which Deirmier so adamantly defended in the Bloomberg article. Signing a pact that punishes against outwards disgreement or bashing of conservative ideals is a violation of free speech and a controlling narrative thats concerning to consider being prevalent on a college campus built upon students and their voices. Some of the other ruling wouldn't have a vast effect on day to life except for the imposing restriction of free speech. that is ridiculous.
163,0,"I don't think that its the governments place to be involved in how the University decides to educate its students. I also don't believe in standardized testing. Furthermore I feel like our college campus is actucally a safe space to express ideas; there is bound to be disagreement and discourse amongst students and teachers shareing there politcile opinions but thats okay. I think the school does (and if not then it defintiely should) already have rules in place to protect people who want to share their political opinions be it conservative or liberal. So i don't think government involvement is necessary to reinforce that last clause. I sincerely hope that if the school denies this then government funding doesn't get cut, and the advantage of having priority in government funding certainly shouldn't be overlooked-- it comes down to principle, and I think this level of government involvement in the long term would not be what the school wants."
164,0,It shouldn’t matter what the benefits are - Vanderbilt could be handed $1 trillion on a silver platter and you have to say no. Accepting this contract sets a dangerous precedent of the President holding money over university’s heads to get what he wants. Universities are designed to be entities that act in the best interest of their students and the study of various fields. Agreeing to this would make Vanderbilt a laughing stock in the academic world.
165,1,"To be honest, I don’t see many negatives in the contract and we should prioritize keeping government funding"
166,0,It’s awful and directly contradicts everything Vanderbilt speaks for.
167,0,This compact is antagonistic to trans students. It represents government control over higher education.
168,0,To sign this contract would be to retract every statement claiming to side with “neutrality” as an institution.
169,0,"It goes against institutional neutrality, free speech, and creating a safe space on campus for all."
170,0,"As an institute of higher education there should be no limits to one’s thoughts and ability to learn what they desire to learn. This compact would only limit creativity, diverse thought, and innovation"
171,0,"This so called “Compact for Academic Excellence in Higher Education” is absurd because it represents an alarming federal overreach into university governance, academic freedom, and personal rights. While framed as a path to “excellence,” the guidelines outlined would, in reality, dismantle many of the principles that make universities like Vanderbilt vibrant, inclusive, and intellectually rigorous. Mandating a tuition freeze without addressing inflation or operational costs would cripple resources for student support, faculty pay, and research. Forcing universities to define sex using narrow biological terms ignores modern science and the lived experiences of transgender and nonbinary students, creating an actively hostile environment. Limiting international enrollment to 15% undermines Vanderbilt’s global reputation and deprives students of essential cross-cultural learning. Moreover, banning consideration of race and gender in admissions or hiring would erase diversity efforts and perpetuate systemic inequities. Even more troubling, giving the Department of Justice oversight of campus “compliance” threatens free thought by policing ideas and departments that challenge conservative ideology. Education thrives on dialogue and dissent not government-enforced ideological conformity. This Compact is not about academic excellence, it is about political control, and its adoption would mark a chilling step away from the values of diversity, autonomy, and open inquiry that define higher education."
172,0,Government should not be able to change the curriculum of a private institution.
173,0,"Infringement of free speech and biased towards conservative ides, but I do like the idea of freezing tuition so the price of college doesn’t go up"
174,0,Don’t be a fascist
175,1,"I think the conditions are valid and will have a beneficial impact on Vanderbilt, although I would be cautious of what may come after this (in terms of future conditions that come with stipulations). If we agree to these conditions, it will be necessary to consider the implication that we will acquiesce to what he asks."
176,1,"Let's stop teaching falsified ideologies, start giving priority to American students, require merit based admission, and make college something worth going to again. There are only 2 genders and that is scientifically fact. American Citizens deserve to have more than international students. American Students after all are more likely to stay within our national economy after graduating. Race and sex should have nothing to do with college admission and shouldn't even be a question that plays a role in admissions. We can do all of this, the right thing, and make some money in doing so too. So why not?"
177,0,The government shouldn't have influence on the sexuality and gender of students.
178,0,The pact contradicts the core values that Vanderbilt prides itself on
179,0,"Regardless of my belief in any of the Compact guidelines, Vanderbilt is a private university and should not be in special agreements with the US government"
180,0,Overreach of executive authority on education
181,0,The fact that there’s two clauses about free speech is worrying. Having one about free speech generally and then one only focusing on conservatism presents a problematic dilemma that gives the government incentive to politicize schools in favor of their political policies.
182,0,Why would we want the DOJ to be able to watch more of our actions. This creates burden and prevents us from dating to grow
183,0,Its is private university.
184,0,I don't think we should sign the compact at all. It has unreasonable requests and restrictions that should not placed upon any school.
185,0,"The compact fails to highlight many discrepancies in educational standing. Bring back test scores though usually a good metric to determine student ability to succeed in college, puts a greater emphasis on that rather than what may have hindered them from obtaining a high enough score. In my opinion going test blind what the best thing a university could have done by looking at the students achievements and willpower to preserve in other aspects of their life. I am not going to go into other aspects of the compact as I believe it is already aware how terrible it is(cutting funding) but those are my main points"
186,0,Please no
187,0,It is insane to me that the federal government wants to control politics and ideas on campus. They will turn anything slightly against conservatives into their definition of violate or belittling to remove it from campus. College are a place of debate and knowledge for both sides.
188,0,"The university should maintain its independence as an institution separate from the federal government. Especially when this compact places restrictions on enrollment of international students and definitions of gender, which are reflective of the administration rather than the law, we need to maintain our ability to make these decisions as an institution."
189,0,"it’s harmful to not only students but the integrity of Vanderbilt as an institution. Vanderbilt’s motto is Dare to grow, this administration and contract contradicts what Vanderbilt stands for. This contract will not challenge us it will undermine Vanderbilt’s community restricting our ability to dare to grow."
190,0,This will devalue our education.
191,0,"A university should not subject itself to self-silencing criticism of an entire political side. While some of the aspects are appealing, the requirement that the school is not allowed to criticise conservative ideology is a mockery of free speech and will be used as a leverage to censor criticism towards the government, making the deal untenable. You should never sell out your political rights to whoever happens to be the highest bidder at that moment."
192,0,freedom of speech
193,1,It’s common sense
194,0,"This document is a clear tactic to advance a bogus political agenda by pairing it with reasonable or enticing measures. I would love to halt tuition each year and do believe there should be more transparency in admissions. But my own personal benefit is not worth the dangerous political precedent that will be set by allowing the White House to define and dictate what should be private institutional interests. In particular, the incredibly broad language in combating ""violence against conservative ideas"" is blatantly political and WILL be used to repress both science and good-faith freedom of speech as well as dangerous rhetoric."
195,0,We can’t compromise our values
196,0,"The compact is basically getting rid of the diversity that Vanderbilt so proudly praises itself on. By reducing the amount of foreign exchange students in the student visa program to a cap of 15% AND, “no more than 5% shall be from any one country,” you get less diversity and much less opportunity for the university to possibly have more astonishing students. In a way, it makes sense that the university would choose students with a higher family income, BUT that is NOT the only basis that they’re chosen from. ALSO, “to screen out students who demonstrate hostility to the United States,” is WILD. Categorizing these foreign students as possibly being hostile???? SO we’re gonna send ALL their information and their ENTIRE background to the Department of Homeland Security yeah that’s great and makes perfect sense. Have we had any national threats at Vanderbilt with admitting foreign exchange students??? BUT WAITTT, “any institution may maintain preferences in admissions for American citizens.” wow. I smell discrimination but idkkk. And saturating the campus with “anti-american values” hello? Where? If this is how the admissions process will be in the future, then all of these diverse minority groups will just continue to shrink and then how can this be a welcoming campus? How can you truly feel at home and feel like you belong in a place that has so few people similar to you? ALSOOOO drilling this idea of two genders is WILD. What would happen to the LGBTQ+ communities and students? This whole compact is targeting certain communities and “justifying” it in this flawed idea of “higher education.” Also categorizing degrees into this idea of “hard sciences,” is INCREDIBLY biased. Yes, there are difficult sciences, I’m a STEM student, BUT then that undermines the other majors that are so SIGNIFICANT and so IMPORTANT. They are all difficult in their own ways, and there is no means to categorize them as just broad as “hard” and “easy”. ALSO reducing the funding??? Vanderbilt is renowned in their research, in their LIFE SAVING research actually. This will affect every student on campus, especially the ones that this compact targets. I do not want to feel scared about my future because of things I can’t change about myself, and I know many other students feel the same. There's so many flaws and so many things wrong with this, and I hope the chancellor does NOT sign this, especially not as it currently stands."
197,0,"This would give the government way too much power over the university. I am particularly worried about what it means to ""punish"" departments against conservative ideas. That could mean anything that they want it to mean. This would have severe repercussions for everybody here. Also, wouldn't everyone just switch their major to a ""hard science""? This compact obviously wasn't written by anyone that has stepped foot on a college campus in the past 50 years. Like, Trump graduated college before my mom was born. That's wild!"
198,0,what the hell??
199,0,"If Vanderbilt is to truly be an institution conducive to hosting open, insightful dialogue and civil discourse, as is promised to us relentlessly from the moment we enroll to the moment we graduate, they will not sign this Compact as-is, or in any revised format. The foundation of strong civil discourse and exchange relies on the free exchange of contrasting ideas: this includes scholarship, research, and opinions that ""belittle"" conservative ideas. Signing this contract would be shameful for a multitude of reasons, but foremost it would be a revocation of what this university stands for above all, and that is unfettered free speech."
200,0,"I say this as a republican, who wants less government interference in my country. Tuition freezing and less money from full paying international students could lead to less income for the university itself, which scares me. Also, especially as a private university, those types of decisions should be solely up to us. We will become more reliant on the deal and holding on for dear life to government funding. That gives excess power to the DOJ and government. Does that potential not scare you a little bit? Also, DEI is a legal thing now. It’s separate from this."
201,0,Policies go against what Vanderbilt's values stand for
202,0,my major and field of study is strongly supported why one political side. as an environmental science major and sociology major my class discussion center on the fact that these field are real and impact our world. I do not want to spend my classes trying to prove that my field of study is real and relevant rather than discussing real solutions and how we can make our world better.
203,0,"I agree with Vanderbilt’s Democratic Council in the argument that a lot of components of the Compact sound very attractive (notably the tuition freeze), but added commentary on the limitation of conservative attacking throughout campus is overly specific and evidently inserted without regard to liberal, democratic, or general protection of other forms of communication or expression in the face of physical violence or danger. Because of this, I don’t disagree that this Compact is an underlined test to Vanderbilt’s Neutrality Principle which was one of the most direct features of the school I chose such for, and I do think signing this compact with priority to additional federal funding would diminish both the literal basis and the conversations, interactions, and literal existence of many organizations in Vanderbilt (Discussions Vanderbilt, ex.) that the school had stood upon for more than a century."
204,0,Vanderbilt should remain free from federal policing of higher education and protect itself and other institutions from future encroachment and interference.
205,0,"What makes Vanderbilt such a lovely place to be are the diverse voices that are present. By signing as is, I think a lot of us would question Vanderbilt’s integrity."
206,0,"I think that some of the ideas outlined in the document are in line with Vanderbilt's vision for higher education. However, I think it's still concerningly vague about what the consequences for how. Also think that there are some clauses that do not align with Vanderbilt's vision and or could potentially harm the university as an institution. I'm not completely against the signing of this document in the future, provided some of the clauses are reworked, however, I think it is important that the current version of the compact is not signed as is."
207,0,"This agreement only lasts five years and may bring some short-term benefits. As a university, we should take a longer-term view. Does signing it amount to taking a political side? And when a new administration comes in after those five years, how should Vanderbilt position itself?"
208,1,This will incentivise universities to become areas of free speech and provide greater human capital for the United States. This also provides for fairer admission standards
209,0,"As a transgender student, I would feel incredibly unsafe, betrayed, and disappointed if Vanderbilt were to sign this contract. This decision would impact my rights to life, liberty, and happiness and impact my housing, how I use the bathroom, and how I access healthcare on campus. I think signage of this contract would be a direct betrayal of Vanderbilt's integrity and their promise of institutional neutrality. I, and many of my fellow students, would see the decision to agree to this contract as a shameful one."
210,0,Education is separate from the federal government period
211,0,This compact is designed to infringe on institutional neutrality and is antithetical to everything Vanderbilt believes itself to be.
212,0,"I do not believe Vanderbilt should sign the Compact. Our university’s strength lies in its diversity of thought, background, and experience, values that have always pushed us to think critically and empathetically. The proposed restrictions, such as limits on international students and prohibitions on considering race or gender, would make our community less inclusive and less reflective of the world we hope to lead. I’m also concerned about the broader implications for academic freedom and open expression. Policies that tie funding to political definitions or restrict institutional speech risk creating an environment of self-censorship rather than open inquiry. Vanderbilt’s greatness comes from its ability to bring together people with different perspectives and allow honest, respectful debate. The Compact, as written, would threaten that core strength."
213,1,We would benefit As university to have smart students tuition payed for and benefit from domestic students helping the country in the future
214,0,Definitely not
215,0,The federal government should not limit expression of anti-conservative ideals on the campus of a private institution.
216,0,"It is foolish to base admission on most standard tests. Also, disruptions in class can be a form of free speech and any policy that goes against that should be very carefully worded. The conservative views part is entirely unnecessary and a severe overreach. The others are mostly acceptable."
217,0,"The contract opposes everything Vanderbilt stands for. A big draw to Vanderbilt is the diversity, which creates a thriving community of diverse opinions. We can learn so much from each other, and, as we have learned in Dialogue Vanderbilt, it is important to respect each other and learn. Signing the compact would take away a unique part of the Vanderbilt experience."
218,0,"violates institutional neutrality, which goes against Vanderbilt"
219,0,"As a female engineer, I think they should still strive to make engineering 50-50 women to men. I came to Vanderbilt because of their commitment to women in engineering."
220,0,"Despite my agreement with some of the rationale here, the terms are extremely vague and undefined which is very dangerous. I think it would be in Vanderbilts best interest to lock arms with the other universities to at the minimum clarify what’s being asked for. The danger here is retaliation against the whole group. If that risk is deemed to be too material, we are forced to sign."
221,0,"Regardless of whether or not I agree with the changes that the Trump administration is posing, there is no place in America for the White House to attach federal funding required for necessary, life-saving research to political ideology. Federal funds required for clinical trials and research should not be used as leverage in a battle of political ideologies."
222,0,It is way too vague and opens Vanderbilt up to political reprisal based on arbitrary determinations that may change at any given time.
223,1,"I think it will make admissions more fair! I am also very sick of professors being so biased talking badly about the conservative party even thought we are a neutral campus. I feel as thought a lot of neutrality is already similar to what the compact states so I think it will be more beneficial. In addition, many people are arguing that individuals who are transgender or in the process won't be allowed to use the bathroom. However, Vanderbilt has many gender neutral bathrooms for this reason so the compact would not change much. Lastly, a lot of people are shying away from majoring in political science because professors tend to be more biased so I hope that with this compact, more people will feel comfortable majoring in something they truly have a passion for. ."
224,0,The compact is entirely against all of Vanderbilt's values as an institution.
225,0,"worried about disability rights on campus and how vague the compact is (slippery slope). I think vanderbilt's supportive community makes it unique, and this would increase the feelings of hostility. I do like some parts of it (tuition for hard sciences, transparency in metrics, free speech - but I think Vandy already does this)"
226,0,Would be unfair to education majors and students studying liberal arts. Also allows government interference in private affairs and would lead to a loss of Vanderbilt as an institution instead of a tool of Trump’s regime. The tuition benefit is just to hook students it does not have the universities overall best interest in mind.
227,0,I don't like Trump or any of his policies. I have great pride in the school that I attend and to see its federal funding being controlled by someone who obviously does not value research or the furthering of educational knowledge.
228,0,It is terrible and disgusting.
229,0,Do not give into clearly partisan tactics. Retain our commitment to institutional neutrality.
230,0,"This is anti-constitutional and terrifying for our university, the values we are giving up would defeat our purpose of institutional neutrality."
231,0,"A university should not accept bribes in exchange for supporting a certain political agenda, especially as a research institution because it impacts the integrity of the scientific discoveries the university makes."
232,0,The government is currently radically right. To agree with them breaks the supposed neutrality held by Vanderbilt. Even inspite of the federal funding being held for coercion.
233,0,"If any of these things were true the day I applied to Vanderbilt, then I would not have gotten in. I'm very thankful to be a student at Vanderbilt University, and I think it's quite cretinous to apply such expectations to a private university."
234,0,I don’t think it allows us to continue a position of neutrality
235,0,A President should not have power over what universities teach. Universities should be the most powerful voices against a President who is overreaching his power.
236,0,"While I would love a tuition freeze, I feel as though many of the guidelines can be used to limit free speech. While the document claims personal free speech is aloud, so much of the student voice is supported through departments, the departmental limitations would effectively bar this form of free speech."
237,0,I think this is a disgusting manipulation of our higher education system to further us towards authoritarianism and I would hope that a leader in the higher ed world wouldn't succumb to this. Especially considering Vanderbilt already offers incredible financial aid packages and has one of the nations largest endowments. I would be ashamed as a student and alumni if Vandy signed the compact. How we as a community align ourselves will set a standard and sway our counterparts please make me a proud commodore.
238,0,"Signing this compact would remove the safety's given to students of color, trans students, and financially underprivileged students. Moreover, this continues to place higher values on STEM fields (or whatever ""hard sciences"" means) rather than our just as important humanities departments. The Vanderbilt Peabody College of Education and Human Development is THE top education school in the country, and yet receives little attention from the university, or this compact for that matter. Why not give them tuition waivers? Overall, this poses to harm Vanderbilt's diverse community and keep its overly unattainable elitist status, and leaves the rest of us to rot."
239,0,The compact undermines student identities and is not in line with out university’s value or Diermeir’s principled neutrality-signing it as it is would be a clearly politically charged action.
240,0,"Some of the points on the compact are beneficial, preferential, even; however, Vanderbilt should not willingly submit to the Trump administration and sacrifice its institutional and educational freedom for funding money, especially as part of it will require Vanderbilt to assume positions on student identity and freedom of thought that are antithetical to Vanderbilt’s mission. Vanderbilt should chose to dare to grow, but not through signing a Faustian bargain."
241,1,Tuition freeze
242,0,Essentially a bribe.
243,0,"I don’t think that some agreement with the government for the basis of funding is a good idea. Rather, congress should approve funding for schools, and if they do not like how some aspects of universities are run, laws should be enacted (as was shown by the Supreme Court ruling against affirmative action). There is no reason to negotiate directly with executive branch to decide these things. I don’t think they should sign any agreement, either the government passes a law or it doesn’t."
244,1,I like more funding
245,0,"This is a massive overstep of this Administration, which I would say is moving toward Fascism. This is their attempt to silence those who disagree with them, which is unconstitutional and unacceptable. We should not sign this compact if we value freedom of speech, press, expression or any other constitutional freedoms."
246,0,This compact is a fascist attempt from the Trump Administration to censor free speech on campus and further harm our international/queer/POC and other marginalized communities on campus. The federal government has no business in restricting free speech on campus and aligning ourselves with the compact would be allowing for a gross overstepping of the government. I would be disgusted to call myself a member of Vanderbilt University if we bow down to this harmful rhetoric.
247,0,"It’s contradictory. Protect free speech, but also reform units that disagree with conservative views? Removal of DEI?"
248,0,"Vanderbilt’s strength rests on inclusive excellence and the vigorous exchange of ideas. Imposing a strict cap on international student enrollment—especially at such a low percentage—risks constraining the very intellectual diversity and civil discourse that animate our campus. To sustain a community enriched by a broad range of perspectives and knowledge systems, Vanderbilt should remove such caps and maintain a holistic, country-agnostic admissions approach that welcomes talented students from all nations. Removing race- and gender-conscious approaches from admissions and hiring risks narrowing the university’s capacity to identify promising talent that has been historically unseen, under-resourced, or structurally excluded. A great research university thrives when it gathers people whose perspectives have been shaped by different histories, neighborhoods, and educational pathways; absent intentional attention to equity, many of those voices never make it to the table. Vanderbilt should keep these policies of admissions and employment to keep these chances. Taking punitive action against departments for holding views perceived as inconsistent with conservative ideals and enforcing protest restrictions that curtail students’ ability to express dissent risks undermining core principles of free expression and academic freedom. Such measures edge toward illiberal control rather than open inquiry, narrowing the range of debate precisely where universities should cultivate good-faith disagreement. Vanderbilt, as well as its staff and students, should be given free will to take a side on certain issues. Accordingly, I urge Vanderbilt to advocate forcefully for revisions that advance the interests of students and faculty—or, failing that, to withhold its signature."
249,0,"I do not believe in limiting international student admissions or providing hard sciences tuition breaks, and the wording around departments belittling conservative ideas is vague and could be misinterpreted."
250,0,"I don't agree with limiting free speech and defining sex. In addition, I think there should be more clarfication regarding ""Universities must reform or remove units that “'punish, belittle, or incite violence against conservative ideas.'"""
251,0,"The compact's clear intention is to reduce the number of international students as well as the diversity of our student body with respect to race, ethnicity, gender, and other markers of identity. This opposes Vanderbilt's mission to encourage diverse ideas that come from different perspectives and lived experiences. It seems straightforward to me that the compact does not align with this value, which is important not only for the cultivation of a liberal arts environment but also for creative and innovative advancement in Vanderbilt's research and development interests. Additionally, the compact's aim to protect conservative free speech is simply a less effective way of trying to accomplish what Vanderbilt is already surprisingly good at. I have been impressed by the existence of a true culture of free speech at this university which is lacking in much of American higher education. Space is made for, and respect given to, conservative opinions expressed at this institution, and I don't think we need ""help"" in that regard from the Trump administration."
252,0,"Vanderbilt already has a strong commitment to institutional neutrality, and has strong ties with donors and adequate funding to defend themselves and sustain growth. Identities should not be surprised, and ideologies should not be particularly supported. The compact explicitly expressed the obligation to uplift far right voices and surpress valid identities."
253,0,Trump has proven time and time again he does not care about education or any forms of educational development. Signing this is a death warrant to Vanderbilt. If we want to protect education not only in Vanderbilt but this country; WE MUST NOT SIGN IT.
254,1,Vanderbilt benefits from the federal government thus it is beholden to its standards
255,0,"I believe some aspects of the compact will be benefical, such as  freezing tuition rates. However, many other aspects I am worried about, such as what taking action against departments deemed unwelcome to conservative thought might look like. I also request many, many more details as the implementation of such measures greatly impacts whether Vanderbilt should sign the Compact."
256,0,"This is yet another attempt by the Trump administration to push a specific ideology upon colleges and universities. This time around its just worded a little nicer compared to what Columbia and Harvard got. As it stands, republican, conservative, and right leaning views aren’t noticeably suppressed or belittled, let alone punished. The end goal of this whole thing is the suppression and eventual elimination of all views that aren’t aligned with the far-right views of the current administration. Even if Vanderbilt signs this, it is inevitable that they will come back with another, stricter compact. This certainly does’t make Vanderbilt immune from lawsuits or other such actions from this administration. The other important thing to remember is that this administration will eventually no longer be in power. At that point any benefit gained by playing along will be outweighed by the damage to Vanderbilt’s reputation as a politically independent institution that upholds freedom of speech and expression for students and staff alike. In short, don’t give into these demands as they will only hurt Vanderbilt."
257,0,"Equality in Admissions already exists, affirmative action was struck down by the Supreme Court. Generally, It is impossible to stay neutral as an institution while also ""appeasing to conservative ideas and ideals"" both for gender-as-sex ideology and ""departments that punish, belittle, or incite violence against conservatives."" The most important word in that phrase is ""belittle-->"" whatever counts as belittling can not be determined by a court or jury, and puts minorities with non-conservative views at risk. If someone's feelings are hurt after an open debate and they report it as ""conservative belittling,"" would the student who shared their opposing views be punished? Generally, this document is too broad and nondescript to be signed, and allows people who disagree with the Trump administration to be at risk on campus."
258,1,I think we should negotiate some aspects in order to get some federal funding back.
259,0,One of the points on the contract is to get rid of free speech (being unable to criticize conservatives) and its weird in general
260,0,"While many sections of the Compact may appear principled, such as “Equality in Admissions” and “Student Equality”, they are, in reality, destructive and disadvantageous to Vanderbilt students. Prohibiting consideration of race, ethnicity, and other identity factors in admissions blatantly ignores the historical and structural inequities that persist today. Additionally, defining gender solely in terms of “reproductive function and biological processes” erases and invalidates the identities of students who do not align with their assigned gender or with binary gender categories. Additionally, the Compact’s insistence on impartial protection of conservative views risks privileges certain ideologies and suppressing open dialogue. Therefore, President Trump’s Contract threatens the values of inclusion, intellectual freedom, and equity that Vanderbilt strives to uphold."
261,0,"We should not give in to the demands of dictatorship! As a stand-out university, we should be LEADERS and respectfully decline this pact, leaning on our alumni, students, and staff and setting a trend for just, righteous, and critically aware university affiliates to follow."
262,0,"Trump is a disgusting president who is trying to force his dated-beliefs onto Vanderbilt. There should be a separation of the government from this private institution and he is using funding as his leverage. As Vanderbilt has copious funds and alumni contributions, we should dip into those funds instead of relying on the government. I would be truly beyond disappointed if Vanderbilt signed this Compact."
263,0,"Signing this compact means complying with a President who is a convicted felon and an administration that actively infringes not only on the Constitution, but the rights of citizens, especially racial and sexual minorities. Although it may bring short-term benefits, the lasting impact on the culture of free speech and advocacy that Vanderbilt is proud to have right now will be devastating. The legacy of Vanderbilt as an institution, as well as those who are in power, will be forever marred by the fact that they did not choose to stand for their students or for their values that they proclaim. Do not sign the compact."
264,1,"I see no reason as to why these things are bad. Race and gender should have been long removed from admissions and employment. Even if the university ""says"" they comply, I'm glad they will actually be held accountable. It's about time that tuition be taken care of and conservative ideas be respected. Vanderbilt would do themselves a big favor by signing the Compact."
265,0,Sparking violence because of political opinions is crazy in a country built on free speech. Seems like a roundabout way to push for whiter institutions
266,1,"Vanderbilt is already in compliance with the majority of the Compact, and the remaining provisions are frankly quite reasonable. Additionally, from a pragmatic non-ideological and non-idealistic perspective, the University should be pursuing a path that guarantees its survival, not one that will lead to financial ruin and further closing of academic programs as witnessed at other institutions."
267,0,"It is my opinion that the Trump administration presented this compact to Vanderbilt because at key junctures over the last few years, such as the protests at Kirkland in 2023 and the removal of diversity, equity, and inclusion resources, when presented with a choice between standing for free speech and an open community or acquiescing to the right, Chancellor Diermeier has at every turn chosen to make a mockery of ""principled neutrality"" and emasculate this university. Diermeier should take this opportunity to do the right thing and regain some respect among the student body and reject this Faustian deal."
268,0,I think restrictions on international student population and genders will foster a community of exclusions and oppression.
269,0,"I think while there are certain aspects of the compact that could be beneficial to current students and future applicants, the compact proposes a direct threat to one of our main values as an institution. Chancellor Diermeier has on many occasions stated his commitment to institutional neutrality and I believe that while signing the compact would ensure our funding (for the time being) it would also directly contradict one of our institutions highly important values. Signing the compact will ultimately not end up securing funding for the university long-term. It will however, put students and faculty in a position where they feel less inclined to exercise their right to free speech and make this institution not an independent one, but one legally bound to the government. How can we educate students to respect differing views and neutrality if the institution itself does not practice the neutrality it so highly speaks of?"
270,0,"This compact is so obviously a direct threat to the freedoms students and higher education institutions. Vanderbilt will be a less safe. Less people will be allowed to come here, let alone WANT to be here. Less opportunities will exist. Less people will be given the chance to dare to grow (a slogan I think is already naive in its belief that students here currently get such opportunities). This compact is about control and surveillance. Vanderbilt is a private institution. The school’s decision will break its commitment to “principled neutrality” either way, an unrealistic commitment in the first place. Should Vanderbilt agree to this compact, it will become a lesser institution."
271,0,"We should not change campus culture and impact marginalized groups just for money. Additionally, conservatives are not the silent majority and already control many of our systems, but it’s also just a violation of the first amendment they preach about to silence people for not liking ideas. These ideas themselves are also just harmful to multiple groups of people and is not going to be a long-term benefit."
272,1,It is way better
273,1,"Vanderbilt already meets most of the requirements in this compact (international student population is under 15% and we do not have over $2 million per student endowment, for example) and signing it would not cause significant change. Additionally, Vanderbilt already complies with many federal policies to receive federal funding - this is well precedented."
274,0,The section allowing punishment for anti conservatism crosses the line of freedom of speech too much. Allowing the government (which is extremely conservative) have the ability to deem ideas as anti conservative and have the power to punish such ideas is a facist ideal. Moreover capping international students would limit funding for student aid and take away a lot of money from the university. Overall the compact is scary and should be turned away if Vanderbilt truly believes in institutional neutrality.
275,0,It blatantly disregards Vanderbilts motto of “Institutional Neutrality”
276,0,"This is insane!! From what I gathered, if Vanderbilt signs the Compact, our individuality is essentially being striped away."
277,0,"This goes against everything that we claim to stand for: neutrality, a campus that fosters growth, a diverse and welcoming place to learn. If Vanderbilt cares at all about the students over its funding, which we were doing great before this pact to begin with, then they will not agree to this."
278,0,"I don’t like that the government is weighing into the administration of a private university. While I agree with some of the statements in the document, I don’t appreciate the larger issue it represents. Additionally, many of the requirements of this compact are extremely vague, and I worry how the interpretation from the federal government will differ from what is initially expected."
279,0,Do not be intimidated and subjected to a higher power.
280,0,"Compact reduces gender to sex, ignoring legitimate scholarship in gender studies and other social sciences in favor of Trump's ideological agenda. This is a violation of free speech; people should be free to express their views and research on these subjects in academia. I also take issue with this hard science favoritism, as if the humanities are less important, though that's not a major issue. Also, the terminology used in the compact is quite vague and can easily be taken advantage of."
281,0,"The compact is biased against students of color, LGBTQ+ students, and students studying the arts and humanities. ""Protecting free speech"" and ""preserving conservative ideals"" could mean the destruction of any speech that supports students in the groups mentioned above. I also believe that signing this compact would violate Vanderbilt's neutrality policy."
282,0,"Disagree with last line about limiting critiques of conservative viewpoints, most others I agree with (maybe not the assigning gender terms one either)."
283,0,"The clause about anti-conservative rights is too vague, and this administration would use it to hurt vulnerable students."
284,0,I fear that signing the Compact would harm many of the diversity and inclusivity we have on campus and drastically impact student resources.
