ccode,stateabb,year,mil_indicator,amount
54,DMA,1994,personnel,0
54,DMA,1995,spending,0
54,DMA,1995,personnel,0
54,DMA,1996,spending,0
54,DMA,1996,personnel,0
54,DMA,1997,spending,0
54,DMA,1997,personnel,0
54,DMA,1998,spending,0
54,DMA,1998,personnel,0
54,DMA,1999,spending,0
54,DMA,1999,personnel,0
54,DMA,2000,spending,0
54,DMA,2000,personnel,0
54,DMA,2001,spending,0
54,DMA,2001,personnel,0
54,DMA,2002,spending,0
54,DMA,2002,personnel,0
54,DMA,2003,spending,0
54,DMA,2003,personnel,0
54,DMA,2004,spending,0
54,DMA,2004,personnel,0
54,DMA,2005,spending,0
54,DMA,2005,personnel,0
54,DMA,2006,spending,0
54,DMA,2006,personnel,0
54,DMA,2007,spending,0
54,DMA,2007,personnel,0
54,DMA,2008,spending,0
54,DMA,2008,personnel,0
54,DMA,2009,spending,0
54,DMA,2009,personnel,0
54,DMA,2010,spending,0
54,DMA,2010,personnel,0
54,DMA,2011,spending,0
54,DMA,2011,personnel,0
54,DMA,2012,spending,0
54,DMA,2012,personnel,0
54,DMA,2013,spending,0
54,DMA,2013,personnel,0
54,DMA,2014,spending,-9
54,DMA,2014,personnel,0
54,DMA,2015,spending,0
54,DMA,2015,personnel,0
54,DMA,2016,spending,0
54,DMA,2016,personnel,0
55,GRN,1974,spending,1408
55,GRN,1974,personnel,0
55,GRN,1975,spending,1700
55,GRN,1975,personnel,0
55,GRN,1976,spending,1829
55,GRN,1976,personnel,0
55,GRN,1977,spending,2262
55,GRN,1977,personnel,0
55,GRN,1978,spending,-9
55,GRN,1978,personnel,0
55,GRN,1979,spending,-9
55,GRN,1979,personnel,0
55,GRN,1980,spending,-9
55,GRN,1980,personnel,1
55,GRN,1981,spending,-9
55,GRN,1981,personnel,1
55,GRN,1982,spending,6730
55,GRN,1982,personnel,1
55,GRN,1983,spending,2300
55,GRN,1983,personnel,1
55,GRN,1984,spending,-9
55,GRN,1984,personnel,0
55,GRN,1985,spending,-9
55,GRN,1985,personnel,0
55,GRN,1986,spending,-9
55,GRN,1986,personnel,0
55,GRN,1987,spending,-9
55,GRN,1987,personnel,0
55,GRN,1988,spending,-9
55,GRN,1988,personnel,0
55,GRN,1989,spending,-9
55,GRN,1989,personnel,0
55,GRN,1990,spending,-9
55,GRN,1990,personnel,0
55,GRN,1991,spending,-9
55,GRN,1991,personnel,0
55,GRN,1992,spending,-9
55,GRN,1992,personnel,0
55,GRN,1993,spending,-9
55,GRN,1993,personnel,0
55,GRN,1994,spending,0
55,GRN,1994,personnel,0
55,GRN,1995,spending,0
55,GRN,1995,personnel,0
55,GRN,1996,spending,0
55,GRN,1996,personnel,0
55,GRN,1997,spending,0
55,GRN,1997,personnel,0
55,GRN,1998,spending,0
55,GRN,1998,personnel,0
55,GRN,1999,spending,0
55,GRN,1999,personnel,0
55,GRN,2000,spending,0
55,GRN,2000,personnel,0
55,GRN,2001,spending,0
55,GRN,2001,personnel,0
55,GRN,2002,spending,0
55,GRN,2002,personnel,0
55,GRN,2003,spending,0
55,GRN,2003,personnel,0
55,GRN,2004,spending,0
55,GRN,2004,personnel,0
55,GRN,2005,spending,0
55,GRN,2005,personnel,0
55,GRN,2006,spending,0
55,GRN,2006,personnel,0
55,GRN,2007,spending,0
55,GRN,2007,personnel,0
55,GRN,2008,spending,0
55,GRN,2008,personnel,0
55,GRN,2009,spending,0
55,GRN,2009,personnel,0
55,GRN,2010,spending,0
55,GRN,2010,personnel,0
55,GRN,2011,spending,0
55,GRN,2011,personnel,0
55,GRN,2012,spending,0
55,GRN,2012,personnel,0
55,GRN,2013,spending,0
55,GRN,2013,personnel,0
55,GRN,2014,spending,-9
55,GRN,2014,personnel,0
55,GRN,2015,spending,0
55,GRN,2015,personnel,0
55,GRN,2016,spending,0
55,GRN,2016,personnel,0
56,SLU,1979,spending,0
56,SLU,1979,personnel,0
56,SLU,1980,spending,0
56,SLU,1980,personnel,0
56,SLU,1981,spending,0
56,SLU,1981,personnel,0
56,SLU,1982,spending,0
56,SLU,1982,personnel,0
56,SLU,1983,spending,0
56,SLU,1983,personnel,0
56,SLU,1984,spending,0
56,SLU,1984,personnel,0
56,SLU,1985,spending,0
56,SLU,1985,personnel,0
56,SLU,1986,spending,0
56,SLU,1986,personnel,0
56,SLU,1987,spending,0
56,SLU,1987,personnel,0
56,SLU,1988,spending,0
56,SLU,1988,personnel,0
56,SLU,1989,spending,0
56,SLU,1989,personnel,0
56,SLU,1990,spending,0
56,SLU,1990,personnel,0
56,SLU,1991,spending,0
56,SLU,1991,personnel,0
56,SLU,1992,spending,0
56,SLU,1992,personnel,0
56,SLU,1993,spending,0
56,SLU,1993,personnel,0
56,SLU,1994,spending,0
56,SLU,1994,personnel,0
56,SLU,1995,spending,0
56,SLU,1995,personnel,0
56,SLU,1996,spending,0
56,SLU,1996,personnel,0
56,SLU,1997,spending,0
56,SLU,1997,personnel,0
56,SLU,1998,spending,0
56,SLU,1998,personnel,0
56,SLU,1999,spending,0
56,SLU,1999,personnel,0
56,SLU,2000,spending,0
56,SLU,2000,personnel,0
56,SLU,2001,spending,0
56,SLU,2001,personnel,0
56,SLU,2002,spending,0
56,SLU,2002,personnel,0
56,SLU,2003,spending,0
56,SLU,2003,personnel,0
56,SLU,2004,spending,0
56,SLU,2004,personnel,0
56,SLU,2005,spending,0
56,SLU,2005,personnel,0
56,SLU,2006,spending,0
56,SLU,2006,personnel,0
56,SLU,2007,spending,0
56,SLU,2007,personnel,0
56,SLU,2008,spending,0
56,SLU,2008,personnel,0
56,SLU,2009,spending,0
56,SLU,2009,personnel,0
56,SLU,2010,spending,0
56,SLU,2010,personnel,0
56,SLU,2011,spending,0
56,SLU,2011,personnel,0
56,SLU,2012,spending,0
56,SLU,2012,personnel,0
56,SLU,2013,spending,0
56,SLU,2013,personnel,0
56,SLU,2014,spending,-9
56,SLU,2014,personnel,0
56,SLU,2015,spending,0
56,SLU,2015,personnel,0
56,SLU,2016,spending,0
56,SLU,2016,personnel,0
57,SVG,1979,spending,1017
57,SVG,1979,personnel,0
57,SVG,1980,spending,1148
57,SVG,1980,personnel,0
57,SVG,1981,spending,1296
57,SVG,1981,personnel,0
57,SVG,1982,spending,1677
57,SVG,1982,personnel,0
57,SVG,1983,spending,1925
57,SVG,1983,personnel,0
57,SVG,1984,spending,2296
57,SVG,1984,personnel,0
57,SVG,1985,spending,2148
57,SVG,1985,personnel,0
57,SVG,1986,spending,2703
57,SVG,1986,personnel,0
57,SVG,1987,spending,3000
57,SVG,1987,personnel,0
57,SVG,1988,spending,3074
57,SVG,1988,personnel,0
57,SVG,1989,spending,3222
57,SVG,1989,personnel,0
57,SVG,1990,spending,3222
57,SVG,1990,personnel,0
57,SVG,1991,spending,-9
57,SVG,1991,personnel,0
57,SVG,1992,spending,-9
57,SVG,1992,personnel,0
57,SVG,1993,spending,-9
57,SVG,1993,personnel,0
57,SVG,1994,spending,0
57,SVG,1994,personnel,0
57,SVG,1995,spending,0
57,SVG,1995,personnel,0
57,SVG,1996,spending,0
57,SVG,1996,personnel,0
57,SVG,1997,spending,0
57,SVG,1997,personnel,0
57,SVG,1998,spending,0
57,SVG,1998,personnel,0
57,SVG,1999,spending,0
57,SVG,1999,personnel,0
57,SVG,2000,spending,0
57,SVG,2000,personnel,0
57,SVG,2001,spending,0
57,SVG,2001,personnel,0
57,SVG,2002,spending,0
57,SVG,2002,personnel,0
57,SVG,2003,spending,0
57,SVG,2003,personnel,0
57,SVG,2004,spending,0
57,SVG,2004,personnel,0
57,SVG,2005,spending,0
57,SVG,2005,personnel,0
57,SVG,2006,spending,0
57,SVG,2006,personnel,0
57,SVG,2007,spending,0
57,SVG,2007,personnel,0
57,SVG,2008,spending,0
57,SVG,2008,personnel,0
57,SVG,2009,spending,0
57,SVG,2009,personnel,0
57,SVG,2010,spending,0
57,SVG,2010,personnel,0
57,SVG,2011,spending,0
57,SVG,2011,personnel,0
57,SVG,2012,spending,0
57,SVG,2012,personnel,0
57,SVG,2013,spending,0
57,SVG,2013,personnel,0
57,SVG,2014,spending,-9
57,SVG,2014,personnel,0
57,SVG,2015,spending,0
57,SVG,2015,personnel,0
57,SVG,2016,spending,0
57,SVG,2016,personnel,0
58,AAB,1981,spending,0
58,AAB,1981,personnel,0
58,AAB,1982,spending,-9
58,AAB,1982,personnel,0
58,AAB,1983,spending,-9
58,AAB,1983,personnel,0
58,AAB,1984,spending,-9
58,AAB,1984,personnel,0
58,AAB,1985,spending,-9
58,AAB,1985,personnel,0
58,AAB,1986,spending,-9
58,AAB,1986,personnel,0
58,AAB,1987,spending,-9
58,AAB,1987,personnel,0
58,AAB,1988,spending,-9
58,AAB,1988,personnel,0
58,AAB,1989,spending,-9
58,AAB,1989,personnel,0
58,AAB,1990,spending,3900
58,AAB,1990,personnel,0
58,AAB,1991,spending,-9
58,AAB,1991,personnel,0
58,AAB,1992,spending,-9
58,AAB,1992,personnel,0
58,AAB,1993,spending,-9
58,AAB,1993,personnel,0
58,AAB,1994,spending,3000
58,AAB,1994,personnel,0
58,AAB,1995,spending,3000
58,AAB,1995,personnel,0
58,AAB,1996,spending,4000
58,AAB,1996,personnel,0
58,AAB,1997,spending,3000
58,AAB,1997,personnel,0
58,AAB,1998,spending,4000
58,AAB,1998,personnel,0
58,AAB,1999,spending,4000
58,AAB,1999,personnel,0
58,AAB,2000,spending,4000
58,AAB,2000,personnel,0
58,AAB,2001,spending,4000
58,AAB,2001,personnel,0
58,AAB,2002,spending,4000
58,AAB,2002,personnel,0
58,AAB,2003,spending,4000
58,AAB,2003,personnel,0
58,AAB,2004,spending,4000
58,AAB,2004,personnel,0
58,AAB,2005,spending,5000
58,AAB,2005,personnel,0
58,AAB,2006,spending,5000
58,AAB,2006,personnel,0
58,AAB,2007,spending,5000
58,AAB,2007,personnel,0
58,AAB,2008,spending,7000
58,AAB,2008,personnel,0
58,AAB,2009,spending,8000
58,AAB,2009,personnel,0
58,AAB,2010,spending,7000
58,AAB,2010,personnel,0
58,AAB,2011,spending,29000
58,AAB,2011,personnel,0
58,AAB,2012,spending,28000
58,AAB,2012,personnel,0
58,AAB,2013,spending,26000
58,AAB,2013,personnel,0
58,AAB,2014,spending,27000
58,AAB,2014,personnel,0
58,AAB,2015,spending,27000
58,AAB,2015,personnel,0
58,AAB,2016,spending,26000
58,AAB,2016,personnel,0
60,SKN,1983,spending,0
60,SKN,1983,personnel,0
60,SKN,1984,spending,0
60,SKN,1984,personnel,0
60,SKN,1985,spending,90
60,SKN,1985,personnel,0
60,SKN,1986,spending,200
60,SKN,1986,personnel,0
60,SKN,1987,spending,29
60,SKN,1987,personnel,0
60,SKN,1988,spending,-9
60,SKN,1988,personnel,0
60,SKN,1989,spending,-9
60,SKN,1989,personnel,0
60,SKN,1990,spending,-9
60,SKN,1990,personnel,0
60,SKN,1991,spending,-9
60,SKN,1991,personnel,0
60,SKN,1992,spending,-9
60,SKN,1992,personnel,0
60,SKN,1993,spending,-9
60,SKN,1993,personnel,0
60,SKN,1994,spending,-9
60,SKN,1994,personnel,0
60,SKN,1995,spending,-9
60,SKN,1995,personnel,0
60,SKN,1996,spending,-9
60,SKN,1996,personnel,0
60,SKN,1997,spending,-9
60,SKN,1997,personnel,0
60,SKN,1998,spending,-9
60,SKN,1998,personnel,0
60,SKN,1999,spending,-9
60,SKN,1999,personnel,0
60,SKN,2000,spending,-9
60,SKN,2000,personnel,0
60,SKN,2001,spending,-9
60,SKN,2001,personnel,0
60,SKN,2002,spending,0
60,SKN,2002,personnel,0
60,SKN,2003,spending,0
60,SKN,2003,personnel,0
60,SKN,2004,spending,0
60,SKN,2004,personnel,0
60,SKN,2005,spending,0
60,SKN,2005,personnel,0
60,SKN,2006,spending,0
60,SKN,2006,personnel,0
60,SKN,2007,spending,0
60,SKN,2007,personnel,0
60,SKN,2008,spending,0
60,SKN,2008,personnel,0
60,SKN,2009,spending,0
60,SKN,2009,personnel,0
60,SKN,2010,spending,0
60,SKN,2010,personnel,0
60,SKN,2011,spending,0
60,SKN,2011,personnel,0
60,SKN,2012,spending,0
60,SKN,2012,personnel,0
60,SKN,2013,spending,0
60,SKN,2013,personnel,0
60,SKN,2014,spending,-9
60,SKN,2014,personnel,0
60,SKN,2015,spending,0
60,SKN,2015,personnel,0
60,SKN,2016,spending,0
60,SKN,2016,personnel,0
70,MEX,1831,spending,-9
70,MEX,1831,personnel,25
70,MEX,1832,spending,-9
70,MEX,1832,personnel,25
70,MEX,1833,spending,-9
70,MEX,1833,personnel,25
70,MEX,1834,spending,-9
70,MEX,1834,personnel,25
70,MEX,1835,spending,-9
70,MEX,1835,personnel,25
70,MEX,1836,spending,-9
70,MEX,1836,personnel,25
70,MEX,1837,spending,-9
70,MEX,1837,personnel,25
70,MEX,1838,spending,-9
70,MEX,1838,personnel,25
70,MEX,1839,spending,-9
70,MEX,1839,personnel,25
70,MEX,1840,spending,-9
70,MEX,1840,personnel,20
70,MEX,1841,spending,-9
70,MEX,1841,personnel,20
70,MEX,1842,spending,-9
70,MEX,1842,personnel,20
70,MEX,1843,spending,-9
70,MEX,1843,personnel,20
70,MEX,1844,spending,1617
70,MEX,1844,personnel,20
70,MEX,1845,spending,-9
70,MEX,1845,personnel,20
70,MEX,1846,spending,5283
70,MEX,1846,personnel,20
70,MEX,1847,spending,-9
70,MEX,1847,personnel,20
70,MEX,1848,spending,-9
70,MEX,1848,personnel,21
70,MEX,1849,spending,-9
70,MEX,1849,personnel,22
70,MEX,1850,spending,-9
70,MEX,1850,personnel,23
70,MEX,1851,spending,-9
70,MEX,1851,personnel,24
70,MEX,1852,spending,-9
70,MEX,1852,personnel,25
70,MEX,1853,spending,-9
70,MEX,1853,personnel,26
70,MEX,1854,spending,-9
70,MEX,1854,personnel,27
70,MEX,1855,spending,-9
70,MEX,1855,personnel,26
70,MEX,1856,spending,-9
70,MEX,1856,personnel,26
70,MEX,1857,spending,-9
70,MEX,1857,personnel,26
70,MEX,1858,spending,-9
70,MEX,1858,personnel,26
70,MEX,1859,spending,-9
70,MEX,1859,personnel,26
70,MEX,1860,spending,-9
70,MEX,1860,personnel,26
70,MEX,1861,spending,-9
70,MEX,1861,personnel,26
70,MEX,1862,spending,-9
70,MEX,1862,personnel,27
70,MEX,1863,spending,-9
70,MEX,1863,personnel,10
70,MEX,1864,spending,-9
70,MEX,1864,personnel,15
70,MEX,1865,spending,2157
70,MEX,1865,personnel,21
70,MEX,1866,spending,2594
70,MEX,1866,personnel,40
70,MEX,1867,spending,-9
70,MEX,1867,personnel,33
70,MEX,1868,spending,1690
70,MEX,1868,personnel,26
70,MEX,1869,spending,1741
70,MEX,1869,personnel,18
70,MEX,1870,spending,1440
70,MEX,1870,personnel,18
70,MEX,1871,spending,1743
70,MEX,1871,personnel,18
70,MEX,1872,spending,2090
70,MEX,1872,personnel,18
70,MEX,1873,spending,2087
70,MEX,1873,personnel,20
70,MEX,1874,spending,2112
70,MEX,1874,personnel,22
70,MEX,1875,spending,2185
70,MEX,1875,personnel,22
70,MEX,1876,spending,2179
70,MEX,1876,personnel,22
70,MEX,1877,spending,2249
70,MEX,1877,personnel,22
70,MEX,1878,spending,1415
70,MEX,1878,personnel,22
70,MEX,1879,spending,1826
70,MEX,1879,personnel,22
70,MEX,1880,spending,1666
70,MEX,1880,personnel,25
70,MEX,1881,spending,2036
70,MEX,1881,personnel,22
70,MEX,1882,spending,1802
70,MEX,1882,personnel,22
70,MEX,1883,spending,1771
70,MEX,1883,personnel,21
70,MEX,1884,spending,1712
70,MEX,1884,personnel,21
70,MEX,1885,spending,1719
70,MEX,1885,personnel,21
70,MEX,1886,spending,2500
70,MEX,1886,personnel,21
70,MEX,1887,spending,2408
70,MEX,1887,personnel,21
70,MEX,1888,spending,2768
70,MEX,1888,personnel,32
70,MEX,1889,spending,2784
70,MEX,1889,personnel,37
70,MEX,1890,spending,2593
70,MEX,1890,personnel,37
70,MEX,1891,spending,2643
70,MEX,1891,personnel,38
70,MEX,1892,spending,2628
70,MEX,1892,personnel,49
70,MEX,1893,spending,2611
70,MEX,1893,personnel,38
70,MEX,1894,spending,2336
70,MEX,1894,personnel,38
70,MEX,1895,spending,2128
70,MEX,1895,personnel,38
70,MEX,1896,spending,1094
70,MEX,1896,personnel,35
70,MEX,1897,spending,1214
70,MEX,1897,personnel,33
70,MEX,1898,spending,1275
70,MEX,1898,personnel,33
70,MEX,1899,spending,1140
70,MEX,1899,personnel,33
70,MEX,1900,spending,1348
70,MEX,1900,personnel,33
70,MEX,1901,spending,1388
70,MEX,1901,personnel,33
70,MEX,1902,spending,1413
70,MEX,1902,personnel,30
70,MEX,1903,spending,1424
70,MEX,1903,personnel,29
70,MEX,1904,spending,1622
70,MEX,1904,personnel,29
70,MEX,1905,spending,1639
70,MEX,1905,personnel,29
70,MEX,1906,spending,1674
70,MEX,1906,personnel,28
70,MEX,1907,spending,1802
70,MEX,1907,personnel,28
70,MEX,1908,spending,2090
70,MEX,1908,personnel,29
70,MEX,1909,spending,2131
70,MEX,1909,personnel,30
70,MEX,1910,spending,2083
70,MEX,1910,personnel,31
70,MEX,1911,spending,2182
70,MEX,1911,personnel,32
70,MEX,1912,spending,2886
70,MEX,1912,personnel,57
70,MEX,1913,spending,4478
70,MEX,1913,personnel,31
70,MEX,1914,spending,22000
70,MEX,1914,personnel,30
70,MEX,1915,spending,21500
70,MEX,1915,personnel,180
70,MEX,1916,spending,-9
70,MEX,1916,personnel,200
70,MEX,1917,spending,63500
70,MEX,1917,personnel,-9
70,MEX,1918,spending,60000
70,MEX,1918,personnel,55
70,MEX,1919,spending,70526
70,MEX,1919,personnel,137
70,MEX,1920,spending,65792
70,MEX,1920,personnel,120
70,MEX,1921,spending,65402
70,MEX,1921,personnel,103
70,MEX,1922,spending,65651
70,MEX,1922,personnel,85
70,MEX,1923,spending,61277
70,MEX,1923,personnel,66
70,MEX,1924,spending,52014
70,MEX,1924,personnel,52
70,MEX,1925,spending,45218
70,MEX,1925,personnel,64
70,MEX,1926,spending,46032
70,MEX,1926,personnel,64
70,MEX,1927,spending,42145
70,MEX,1927,personnel,69
70,MEX,1928,spending,46849
70,MEX,1928,personnel,74
70,MEX,1929,spending,47287
70,MEX,1929,personnel,70
70,MEX,1930,spending,38441
70,MEX,1930,personnel,65
70,MEX,1931,spending,31412
70,MEX,1931,personnel,61
70,MEX,1932,spending,19491
70,MEX,1932,personnel,54
70,MEX,1933,spending,16610
70,MEX,1933,personnel,54
70,MEX,1934,spending,16672
70,MEX,1934,personnel,59
70,MEX,1935,spending,17433
70,MEX,1935,personnel,54
70,MEX,1936,spending,19300
70,MEX,1936,personnel,48
70,MEX,1937,spending,22478
70,MEX,1937,personnel,54
70,MEX,1938,spending,23033
70,MEX,1938,personnel,49
70,MEX,1939,spending,18600
70,MEX,1939,personnel,49
70,MEX,1940,spending,18146
70,MEX,1940,personnel,-9
70,MEX,1941,spending,22633
70,MEX,1941,personnel,-9
70,MEX,1942,spending,24691
70,MEX,1942,personnel,52
70,MEX,1943,spending,30246
70,MEX,1943,personnel,80
70,MEX,1944,spending,32921
70,MEX,1944,personnel,-9
70,MEX,1945,spending,34979
70,MEX,1945,personnel,-9
70,MEX,1946,spending,52037
70,MEX,1946,personnel,61
70,MEX,1947,spending,57058
70,MEX,1947,personnel,61
70,MEX,1948,spending,60576
70,MEX,1948,personnel,61
70,MEX,1949,spending,48110
70,MEX,1949,personnel,64
70,MEX,1950,spending,40000
70,MEX,1950,personnel,55
70,MEX,1951,spending,46012
70,MEX,1951,personnel,60
70,MEX,1952,spending,50289
70,MEX,1952,personnel,56
70,MEX,1953,spending,55376
70,MEX,1953,personnel,56
70,MEX,1954,spending,47093
70,MEX,1954,personnel,56
70,MEX,1955,spending,42674
70,MEX,1955,personnel,48
70,MEX,1956,spending,50600
70,MEX,1956,personnel,48
70,MEX,1957,spending,63411
70,MEX,1957,personnel,48
70,MEX,1958,spending,69015
70,MEX,1958,personnel,49
70,MEX,1959,spending,70697
70,MEX,1959,personnel,50
70,MEX,1960,spending,81745
70,MEX,1960,personnel,50
70,MEX,1961,spending,88951
70,MEX,1961,personnel,60
70,MEX,1962,spending,100720
70,MEX,1962,personnel,64
70,MEX,1963,spending,111129
70,MEX,1963,personnel,65
70,MEX,1964,spending,127222
70,MEX,1964,personnel,65
70,MEX,1965,spending,132186
70,MEX,1965,personnel,65
70,MEX,1966,spending,143235
70,MEX,1966,personnel,75
70,MEX,1967,spending,171978
70,MEX,1967,personnel,80
70,MEX,1968,spending,182946
70,MEX,1968,personnel,75
70,MEX,1969,spending,204003
70,MEX,1969,personnel,75
70,MEX,1970,spending,218014
70,MEX,1970,personnel,80
70,MEX,1971,spending,224000
70,MEX,1971,personnel,80
70,MEX,1972,spending,260800
70,MEX,1972,personnel,80
70,MEX,1973,spending,326400
70,MEX,1973,personnel,80
70,MEX,1974,spending,430400
70,MEX,1974,personnel,85
70,MEX,1975,spending,586200
70,MEX,1975,personnel,95
70,MEX,1976,spending,529625
70,MEX,1976,personnel,100
70,MEX,1977,spending,533541
70,MEX,1977,personnel,100
70,MEX,1978,spending,634413
70,MEX,1978,personnel,120
70,MEX,1979,spending,693575
70,MEX,1979,personnel,120
70,MEX,1980,spending,824147
70,MEX,1980,personnel,120
70,MEX,1981,spending,777120
70,MEX,1981,personnel,125
70,MEX,1982,spending,943004
70,MEX,1982,personnel,130
70,MEX,1983,spending,607856
70,MEX,1983,personnel,130
70,MEX,1984,spending,562331
70,MEX,1984,personnel,129
70,MEX,1985,spending,1170000
70,MEX,1985,personnel,140
70,MEX,1986,spending,612460
70,MEX,1986,personnel,141
70,MEX,1987,spending,937000
70,MEX,1987,personnel,141
70,MEX,1988,spending,646450
70,MEX,1988,personnel,154
70,MEX,1989,spending,640630
70,MEX,1989,personnel,154
70,MEX,1990,spending,678410
70,MEX,1990,personnel,175
70,MEX,1991,spending,674536
70,MEX,1991,personnel,175
70,MEX,1992,spending,1520000
70,MEX,1992,personnel,175
70,MEX,1993,spending,1656000
70,MEX,1993,personnel,175
70,MEX,1994,spending,2300000
70,MEX,1994,personnel,175
70,MEX,1995,spending,2366000
70,MEX,1995,personnel,175
70,MEX,1996,spending,3629000
70,MEX,1996,personnel,175
70,MEX,1997,spending,3664000
70,MEX,1997,personnel,250
70,MEX,1998,spending,3907000
70,MEX,1998,personnel,255
70,MEX,1999,spending,4289000
70,MEX,1999,personnel,255
70,MEX,2000,spending,5229000
70,MEX,2000,personnel,193
70,MEX,2001,spending,5733000
70,MEX,2001,personnel,193
70,MEX,2002,spending,3236000
70,MEX,2002,personnel,193
70,MEX,2003,spending,2938000
70,MEX,2003,personnel,193
70,MEX,2004,spending,2876000
70,MEX,2004,personnel,193
70,MEX,2005,spending,3123000
70,MEX,2005,personnel,193
70,MEX,2006,spending,3229000
70,MEX,2006,personnel,193
70,MEX,2007,spending,3982000
70,MEX,2007,personnel,238
70,MEX,2008,spending,4346000
70,MEX,2008,personnel,249
70,MEX,2009,spending,4769000
70,MEX,2009,personnel,255
70,MEX,2010,spending,5410000
70,MEX,2010,personnel,268
70,MEX,2011,spending,5051000
70,MEX,2011,personnel,280
70,MEX,2012,spending,5237000
70,MEX,2012,personnel,280
70,MEX,2013,spending,5885000
70,MEX,2013,personnel,270
70,MEX,2014,spending,6548000
70,MEX,2014,personnel,270
70,MEX,2015,spending,6051000
70,MEX,2015,personnel,267
70,MEX,2016,spending,5060000
70,MEX,2016,personnel,277
80,BLZ,1981,spending,2000
80,BLZ,1981,personnel,1
80,BLZ,1982,spending,2000
80,BLZ,1982,personnel,1
80,BLZ,1983,spending,3000
80,BLZ,1983,personnel,1
80,BLZ,1984,spending,4000
80,BLZ,1984,personnel,1
80,BLZ,1985,spending,3432
80,BLZ,1985,personnel,1
80,BLZ,1986,spending,3500
80,BLZ,1986,personnel,1
80,BLZ,1987,spending,11320
80,BLZ,1987,personnel,1
80,BLZ,1988,spending,8960
80,BLZ,1988,personnel,1
80,BLZ,1989,spending,9940
80,BLZ,1989,personnel,1
80,BLZ,1990,spending,9680
80,BLZ,1990,personnel,1
80,BLZ,1991,spending,8000
80,BLZ,1991,personnel,1
80,BLZ,1992,spending,-9
80,BLZ,1992,personnel,1
80,BLZ,1993,spending,6900
80,BLZ,1993,personnel,1
80,BLZ,1994,spending,11000
80,BLZ,1994,personnel,1
80,BLZ,1995,spending,13000
80,BLZ,1995,personnel,1
80,BLZ,1996,spending,15000
80,BLZ,1996,personnel,1
80,BLZ,1997,spending,16000
80,BLZ,1997,personnel,1
80,BLZ,1998,spending,17000
80,BLZ,1998,personnel,1
80,BLZ,1999,spending,17000
80,BLZ,1999,personnel,1
80,BLZ,2000,spending,18000
80,BLZ,2000,personnel,1
80,BLZ,2001,spending,18000
80,BLZ,2001,personnel,1
80,BLZ,2002,spending,14000
80,BLZ,2002,personnel,1
80,BLZ,2003,spending,15000
80,BLZ,2003,personnel,1
80,BLZ,2004,spending,16000
80,BLZ,2004,personnel,1
80,BLZ,2005,spending,16000
80,BLZ,2005,personnel,1
80,BLZ,2006,spending,18000
80,BLZ,2006,personnel,1
80,BLZ,2007,spending,18000
80,BLZ,2007,personnel,1
80,BLZ,2008,spending,-9
80,BLZ,2008,personnel,1
80,BLZ,2009,spending,14000
80,BLZ,2009,personnel,1
80,BLZ,2010,spending,16000
80,BLZ,2010,personnel,1
80,BLZ,2011,spending,16000
80,BLZ,2011,personnel,1
80,BLZ,2012,spending,16000
80,BLZ,2012,personnel,1
80,BLZ,2013,spending,18000
80,BLZ,2013,personnel,1
80,BLZ,2014,spending,18000
80,BLZ,2014,personnel,1
80,BLZ,2015,spending,21000
80,BLZ,2015,personnel,1
80,BLZ,2016,spending,21000
80,BLZ,2016,personnel,1
90,GUA,1868,spending,-9
90,GUA,1868,personnel,3
90,GUA,1869,spending,53
90,GUA,1869,personnel,3
90,GUA,1870,spending,-9
90,GUA,1870,personnel,3
90,GUA,1871,spending,-9
90,GUA,1871,personnel,3
90,GUA,1872,spending,159
90,GUA,1872,personnel,3
90,GUA,1873,spending,252
90,GUA,1873,personnel,3
90,GUA,1874,spending,202
90,GUA,1874,personnel,3
90,GUA,1875,spending,-9
90,GUA,1875,personnel,3
90,GUA,1876,spending,-9
90,GUA,1876,personnel,3
90,GUA,1877,spending,214
90,GUA,1877,personnel,3
90,GUA,1878,spending,-9
90,GUA,1878,personnel,3
90,GUA,1879,spending,256
90,GUA,1879,personnel,3
90,GUA,1880,spending,-9
90,GUA,1880,personnel,3
90,GUA,1881,spending,237
90,GUA,1881,personnel,2
90,GUA,1882,spending,233
90,GUA,1882,personnel,2
90,GUA,1883,spending,-9
90,GUA,1883,personnel,2
90,GUA,1884,spending,-9
90,GUA,1884,personnel,2
90,GUA,1885,spending,-9
90,GUA,1885,personnel,3
90,GUA,1886,spending,-9
90,GUA,1886,personnel,3
90,GUA,1887,spending,-9
90,GUA,1887,personnel,3
90,GUA,1888,spending,230
90,GUA,1888,personnel,3
90,GUA,1889,spending,-9
90,GUA,1889,personnel,13
90,GUA,1890,spending,178
90,GUA,1890,personnel,3
90,GUA,1891,spending,-9
90,GUA,1891,personnel,3
90,GUA,1892,spending,296
90,GUA,1892,personnel,3
90,GUA,1893,spending,270
90,GUA,1893,personnel,3
90,GUA,1894,spending,270
90,GUA,1894,personnel,3
90,GUA,1895,spending,435
90,GUA,1895,personnel,3
90,GUA,1896,spending,531
90,GUA,1896,personnel,3
90,GUA,1897,spending,419
90,GUA,1897,personnel,4
90,GUA,1898,spending,419
90,GUA,1898,personnel,5
90,GUA,1899,spending,450
90,GUA,1899,personnel,6
90,GUA,1900,spending,400
90,GUA,1900,personnel,7
90,GUA,1901,spending,498
